Region,Host,Allergien,Max Personen,Vorname,Nachname,Straße und Hausnummer,Postleitzahl und Ort,TUM Mail,Handynummer,Semester,Einwilligung in Daten-Weitergabe
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80939 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80797 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80995 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80995 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80933 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80335 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81249 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81377 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80689 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81373 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80799 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80686 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80539 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80803 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81541 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80336 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81541 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81241 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80686 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80687 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81671 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81369 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80538 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81829 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80933 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80803 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80933 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80939 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80335 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81929 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80335 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81249 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81825 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80469 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80992 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81375 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81549 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80634 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81377 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80638 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81241 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81249 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80687 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81669 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80687 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80336 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80799 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81739 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80799 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81929 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80538 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80687 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80804 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80993 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80801 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81479 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80636 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80995 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81241 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80997 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80337 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80331 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81735 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80333 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80809 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80809 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80336 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81549 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80797 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81735 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80636 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80937 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81541 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81241 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80799 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80796 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80993 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81245 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80935 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80538 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80807 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81829 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80339 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81927 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81669 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80797 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81829 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81245 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81675 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81737 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80333 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81675 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81929 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80992 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80804 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81375 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80339 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80469 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80686 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81245 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80538 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80933 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80333 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81929 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80634 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81369 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80336 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81669 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81929 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80336 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81667 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80939 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80636 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80935 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81476 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80933 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81737 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80687 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80809 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80804 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80993 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80797 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80538 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81245 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81369 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81739 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81675 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81475 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80804 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81371 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80801 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80809 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80686 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81671 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81249 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81241 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80997 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81475 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80638 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80995 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80337 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81479 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80992 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81737 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81379 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81675 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81737 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81825 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80337 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80995 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81243 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81245 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81827 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80802 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80802 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80636 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80937 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81825 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81477 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81677 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80935 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81249 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80639 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80639 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80801 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80992 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Ja,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,80809 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81479 München,<mail_address>,<phone_number>,<semester>,Ja
Innenstadt,Nein,<allergies>,<max_guests>,<vorname>,<nachname>,Straße 4,81829 München,<mail_address>,<phone_number>,<semester>,Ja
